AreaCode,AreaName,CategoryAttribute,Denominator,Factor,HighestPriorityNotificationType,IndicatorCode,IndicatorName,IndicatorShortName,LowerConfidenceLimit,MetricCategoryName,MetricCategoryTypeName,NotificationCount,Numerator,TimePeriodName,UpperConfidenceLimit,Value,ValueNote
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.2,5 - least deprived,Deprivation quintile - Age Standardised,0,,To June 2024,7.26,6.71,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,888100,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.78,Persons,Sex,0,51800,To June 2024,5.88,5.83,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Female,436745,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.46,Female,Sex,0,19730,To June 2024,4.58,4.52,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Male,451350,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.03,Male,Sex,0,32070,To June 2024,7.18,7.11,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Male,184280,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.17,18-39,Age group,0,340,To June 2024,0.2,0.18,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Female,170995,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.13,18-39,Age group,0,250,To June 2024,0.17,0.15,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,355275,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.15,18-39,Age group,0,590,To June 2024,0.18,0.17,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Male,146765,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.21,40-59,Age group,0,4845,To June 2024,3.39,3.3,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Female,133945,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),1.58,40-59,Age group,0,2200,To June 2024,1.71,1.64,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,280710,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.45,40-59,Age group,0,7045,To June 2024,2.57,2.51,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Male,97715,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),18.45,60-79,Age group,0,18270,To June 2024,18.94,18.7,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Female,100495,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.87,60-79,Age group,0,9090,To June 2024,9.22,9.04,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,198210,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),13.65,60-79,Age group,0,27360,To June 2024,13.95,13.8,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Male,22585,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),37.52,80+,Age group,0,8620,To June 2024,38.79,38.15,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Female,31315,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),25.67,80+,Age group,0,8190,To June 2024,26.64,26.15,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,53900,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),30.79,80+,Age group,0,16805,To June 2024,31.57,31.18,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,113070,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.41,1 - most deprived,Deprivation quintile,0,6260,To June 2024,5.67,5.54,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,152475,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.93,2,Deprivation quintile,0,9225,To June 2024,6.17,6.05,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,186825,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.17,3,Deprivation quintile,0,11730,To June 2024,6.39,6.28,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,196580,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.81,4,Deprivation quintile,0,13605,To June 2024,7.03,6.92,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,154505,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.74,5 - least deprived,Deprivation quintile,0,10600,To June 2024,6.99,6.86,
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.43,Female,Sex - Age Standardised,0,,To June 2024,4.56,4.5,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.33,Male,Sex - Age Standardised,0,,To June 2024,8.52,8.43,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.33,Persons,Sex - Age Standardised,0,,To June 2024,6.44,6.38,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.64,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,8.04,7.84,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.88,2,Deprivation quintile - Age Standardised,0,,To June 2024,7.17,7.02,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.06,3,Deprivation quintile - Age Standardised,0,,To June 2024,6.29,6.17,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.63,4,Deprivation quintile - Age Standardised,0,,To June 2024,5.82,5.73,Numerators and Denominators are not provided for Age Standardisation.
E54000018,NHS Coventry and Warwickshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.22,5 - least deprived,Deprivation quintile - Age Standardised,0,,To June 2024,5.42,5.32,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,918215,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.79,Persons,Sex,0,72065,To June 2024,7.9,7.85,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Female,461735,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.18,Female,Sex,0,28870,To June 2024,6.32,6.25,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Male,456480,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.38,Male,Sex,0,43195,To June 2024,9.55,9.46,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Male,156160,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.27,18-39,Age group,0,465,To June 2024,0.33,0.3,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Female,151015,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.2,18-39,Age group,0,335,To June 2024,0.25,0.22,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,307175,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.24,18-39,Age group,0,800,To June 2024,0.28,0.26,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Male,152875,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.03,40-59,Age group,0,6310,To June 2024,4.23,4.13,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Female,147960,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.1,40-59,Age group,0,3215,To June 2024,2.25,2.17,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,300835,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.1,40-59,Age group,0,9525,To June 2024,3.23,3.17,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Male,121065,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),20.6,60-79,Age group,0,25215,To June 2024,21.06,20.83,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Female,126345,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),10.73,60-79,Age group,0,13770,To June 2024,11.07,10.9,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,247415,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),15.61,60-79,Age group,0,38985,To June 2024,15.9,15.76,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Male,26380,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),41.88,80+,Age group,0,11205,To June 2024,43.07,42.47,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Female,36410,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),31.25,80+,Age group,0,11550,To June 2024,32.2,31.72,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,62790,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),35.86,80+,Age group,0,22755,To June 2024,36.62,36.24,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,175540,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.89,1 - most deprived,Deprivation quintile,0,12300,To June 2024,7.13,7.01,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,167945,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.97,2,Deprivation quintile,0,13605,To June 2024,8.23,8.1,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,184405,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.39,3,Deprivation quintile,0,15710,To June 2024,8.65,8.52,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,172860,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.21,4,Deprivation quintile,0,14425,To June 2024,8.48,8.34,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,193000,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.1,5 - least deprived,Deprivation quintile,0,15860,To June 2024,8.34,8.22,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.42,Female,Sex - Age Standardised,0,,To June 2024,5.55,5.48,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.35,Male,Sex - Age Standardised,0,,To June 2024,9.53,9.44,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.32,Persons,Sex - Age Standardised,0,,To June 2024,7.43,7.38,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.21,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,9.55,9.38,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.1,2,Deprivation quintile - Age Standardised,0,,To June 2024,8.38,8.24,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.33,3,Deprivation quintile - Age Standardised,0,,To June 2024,7.56,7.44,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.57,4,Deprivation quintile - Age Standardised,0,,To June 2024,6.79,6.68,Numerators and Denominators are not provided for Age Standardisation.
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.06,5 - least deprived,Deprivation quintile - Age Standardised,0,,To June 2024,6.26,6.16,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Persons,956220,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.94,Persons,Sex,0,76470,To June 2024,8.05,8,
E54000037,NHS Devon Integrated Care Board,Female,489365,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.02,Female,Sex,0,29795,To June 2024,6.16,6.09,
E54000037,NHS Devon Integrated Care Board,Male,466860,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.91,Male,Sex,0,46675,To June 2024,10.08,10,
E54000037,NHS Devon Integrated Care Board,Male,157460,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.2,18-39,Age group,0,360,To June 2024,0.25,0.23,
E54000037,NHS Devon Integrated Care Board,Female,155450,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.14,18-39,Age group,0,250,To June 2024,0.18,0.16,
E54000037,NHS Devon Integrated Care Board,Persons,312905,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.18,18-39,Age group,0,605,To June 2024,0.21,0.19,
E54000037,NHS Devon Integrated Care Board,Male,142710,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.84,40-59,Age group,0,5625,To June 2024,4.04,3.94,
E54000037,NHS Devon Integrated Care Board,Female,145940,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),1.79,40-59,Age group,0,2720,To June 2024,1.93,1.86,
E54000037,NHS Devon Integrated Care Board,Persons,288650,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.83,40-59,Age group,0,8345,To June 2024,2.95,2.89,
E54000037,NHS Devon Integrated Care Board,Male,134285,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),20.12,60-79,Age group,0,27305,To June 2024,20.55,20.33,
E54000037,NHS Devon Integrated Care Board,Female,143605,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.52,60-79,Age group,0,13895,To June 2024,9.83,9.68,
E54000037,NHS Devon Integrated Care Board,Persons,277890,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),14.69,60-79,Age group,0,41200,To June 2024,14.96,14.83,
E54000037,NHS Devon Integrated Care Board,Male,32410,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),40.76,80+,Age group,0,13385,To June 2024,41.84,41.3,
E54000037,NHS Devon Integrated Care Board,Female,44370,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),28.73,80+,Age group,0,12935,To June 2024,29.58,29.15,
E54000037,NHS Devon Integrated Care Board,Persons,76780,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),33.95,80+,Age group,0,26320,To June 2024,34.62,34.28,
E54000037,NHS Devon Integrated Care Board,Persons,120970,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.79,1 - most deprived,Deprivation quintile,0,9605,To June 2024,8.09,7.94,
E54000037,NHS Devon Integrated Care Board,Persons,219765,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.62,2,Deprivation quintile,0,19195,To June 2024,8.85,8.73,
E54000037,NHS Devon Integrated Care Board,Persons,252820,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.42,3,Deprivation quintile,0,21550,To June 2024,8.63,8.52,
E54000037,NHS Devon Integrated Care Board,Persons,188080,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.67,4,Deprivation quintile,0,16550,To June 2024,8.93,8.8,
E54000037,NHS Devon Integrated Care Board,Persons,109725,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.51,5 - least deprived,Deprivation quintile,0,9515,To June 2024,8.84,8.67,
E54000037,NHS Devon Integrated Care Board,Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.78,Female,Sex - Age Standardised,0,,To June 2024,4.89,4.84,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.97,Male,Sex - Age Standardised,0,,To June 2024,9.14,9.05,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.78,Persons,Sex - Age Standardised,0,,To June 2024,6.88,6.83,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.05,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,9.42,9.23,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.47,2,Deprivation quintile - Age Standardised,0,,To June 2024,7.69,7.58,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.52,3,Deprivation quintile - Age Standardised,0,,To June 2024,6.7,6.61,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6,4,Deprivation quintile - Age Standardised,0,,To June 2024,6.19,6.09,Numerators and Denominators are not provided for Age Standardisation.
E54000037,NHS Devon Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.64,5 - least deprived,Deprivation quintile - Age Standardised,0,,To June 2024,4.83,4.74,Numerators and Denominators are not provided for Age Standardisation.
E54000041,NHS Dorset Integrated Care Board,Persons,674910,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.29,Persons,Sex,0,56410,To June 2024,8.42,8.36,
E54000041,NHS Dorset Integrated Care Board,Female,342365,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.45,Female,Sex,0,22350,To June 2024,6.61,6.53,
E54000041,NHS Dorset Integrated Care Board,Male,332545,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),10.14,Male,Sex,0,34060,To June 2024,10.34,10.24,
E54000041,NHS Dorset Integrated Care Board,Male,105060,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.21,18-39,Age group,0,250,To June 2024,0.27,0.24,
E54000041,NHS Dorset Integrated Care Board,Female,101690,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.15,18-39,Age group,0,180,To June 2024,0.2,0.18,
E54000041,NHS Dorset Integrated Care Board,Persons,206750,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.19,18-39,Age group,0,430,To June 2024,0.23,0.21,
E54000041,NHS Dorset Integrated Care Board,Male,105265,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.68,40-59,Age group,0,3995,To June 2024,3.91,3.8,
E54000041,NHS Dorset Integrated Care Board,Female,102010,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),1.76,40-59,Age group,0,1875,To June 2024,1.92,1.84,
E54000041,NHS Dorset Integrated Care Board,Persons,207280,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.76,40-59,Age group,0,5870,To June 2024,2.9,2.83,
E54000041,NHS Dorset Integrated Care Board,Male,96455,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),19.46,60-79,Age group,0,19015,To June 2024,19.96,19.71,
E54000041,NHS Dorset Integrated Care Board,Female,103800,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.31,60-79,Age group,0,9850,To June 2024,9.67,9.49,
E54000041,NHS Dorset Integrated Care Board,Persons,200255,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),14.26,60-79,Age group,0,28865,To June 2024,14.57,14.41,
E54000041,NHS Dorset Integrated Care Board,Male,25765,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),41.31,80+,Age group,0,10800,To June 2024,42.51,41.91,
E54000041,NHS Dorset Integrated Care Board,Female,34865,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),29.48,80+,Age group,0,10445,To June 2024,30.44,29.96,
E54000041,NHS Dorset Integrated Care Board,Persons,60630,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),34.66,80+,Age group,0,21245,To June 2024,35.42,35.04,
E54000041,NHS Dorset Integrated Care Board,Persons,54720,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.38,1 - most deprived,Deprivation quintile,0,3600,To June 2024,6.79,6.58,
E54000041,NHS Dorset Integrated Care Board,Persons,105325,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.84,2,Deprivation quintile,0,8430,To June 2024,8.17,8,
E54000041,NHS Dorset Integrated Care Board,Persons,178135,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.99,3,Deprivation quintile,0,16255,To June 2024,9.26,9.13,
E54000041,NHS Dorset Integrated Care Board,Persons,165910,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.14,4,Deprivation quintile,0,15395,To June 2024,9.42,9.28,
E54000041,NHS Dorset Integrated Care Board,Persons,138625,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.6,5 - least deprived,Deprivation quintile,0,13515,To June 2024,9.91,9.75,
E54000041,NHS Dorset Integrated Care Board,Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.72,Female,Sex - Age Standardised,0,,To June 2024,4.85,4.79,Numerators and Denominators are not provided for Age Standardisation.
E54000041,NHS Dorset Integrated Care Board,Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.78,Male,Sex - Age Standardised,0,,To June 2024,8.97,8.87,Numerators and Denominators are not provided for Age Standardisation.
E54000041,NHS Dorset Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.67,Persons,Sex - Age Standardised,0,,To June 2024,6.78,6.72,Numerators and Denominators are not provided for Age Standardisation.
E54000041,NHS Dorset Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.28,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,7.77,7.52,Numerators and Denominators are not provided for Age Standardisation.
